-1,TrIft,0.0,-12.6381594612,TrIft
-1,dju5,0.0,-11.153137108,dju5
-1,njuz,0.0,-10.3703295422,njuz
-1,p5Im,0.0,-10.4028315136,p5Im
-1,m$lt,0.0,-9.41672773381,m$lt
-1,TrQsP,0.0,-11.7008281074,TrQsP
-1,f3l5,0.0,-11.3610131871,f3l5
-1,mVlkt,0.0,-12.7496005903,mVlkt
-1,p#S@,0.0,-11.3837601257,p#S@
-1,QrIn_,0.0,-13.3351284959,QrIn_
-1,skId,0.0,-9.23934831219,skId
-1,kl#s,0.0,-10.6484802043,kl#s
-1,fj$d,0.0,-9.84254705291,fj$d
-1,b#st@d,0.0,-15.9262512959,b#st@d
-1,pr5z,0.0,-11.8232536864,pr5z
-1,trIvI@,0.0,-15.8461434487,trIvI@
-1,k{ndP,0.0,-9.33124789728,k{ndP
-1,kQI5tI,0.0,-16.977810628,kQI5tI
-1,f#Und,0.0,-10.1489102567,f#Und
-1,sl#Is,0.0,-10.8756526946,sl#Is
-1,JInUk,0.0,-13.3852401259,JInUk
-1,krIk,0.0,-9.43745356791,krIk
-1,fEl@,0.0,-10.3122930106,fEl@
-1,br#Id,0.0,-10.1284433565,br#Id
-1,lImIt,0.0,-13.203679555,lImIt
-1,sImum,0.0,-12.9874947711,sImum
-1,tri5,0.0,-11.6599514292,tri5
-1,p@sjut,0.0,-13.8047734468,p@sjut
-1,I@r@,0.0,-13.8558122656,I@r@
-1,l#In,0.0,-8.47551186916,l#In
-1,k$nI@,0.0,-13.9884220561,k$nI@
-1,wElkIn,0.0,-14.9954205194,wElkIn
-1,kQm@n,0.0,-10.2475334115,kQm@n
-1,spEk,0.0,-10.7117157937,spEk
-1,S#In,0.0,-10.5891626803,S#In
-1,s#IdP,0.0,-10.4633610702,s#IdP
-1,sVpP,0.0,-9.17905608194,sVpP
-1,vEnd,0.0,-8.9160480176,vEnd
-1,kQzmQs,0.0,-15.4004574918,kQzmQs
-1,m#It,0.0,-8.50588921789,m#It
-1,m1_@R,0.0,-12.5455679056,m1_@R
-1,s@l#Iv@,0.0,-17.5120117155,s@l#Iv@
-1,swElt@R,0.0,-13.4716909433,swElt@R
-1,slQt,0.0,-9.26692915652,slQt
-1,pl#U,0.0,-10.9588863305,pl#U
-1,Ep5lEt,0.0,-19.2404966002,Ep5lEt
-1,r@vin,0.0,-14.847305094,r@vin
-1,blik,0.0,-9.5446752815,blik
-1,TEft,0.0,-9.32215692558,TEft
-1,prQsp@R,0.0,-16.0109893419,prQsp@R
-1,p{t@n,0.0,-11.1350177032,p{t@n
-1,kjudQs,0.0,-16.1846896688,kjudQs
-1,vIst@,0.0,-13.592583937,vIst@
-1,_Est,0.0,-10.0684820524,_Est
-1,bl#st,0.0,-11.7688423625,bl#st
-1,l{Nk,0.0,-8.52010026612,l{Nk
-1,d1Is,0.0,-10.2199095365,d1Is
-1,klI@R,0.0,-10.3637724484,klI@R
-1,h{lIb@t,0.0,-16.4840194359,h{lIb@t
-1,EksIm@,0.0,-16.0742176338,EksIm@
-1,fr#Un,0.0,-11.1990500062,fr#Un
-1,S{p@r5n,0.0,-17.452104007,S{p@r5n
-1,sn$kP,0.0,-10.456511663,sn$kP
-1,h#It,0.0,-8.3579353046,h#It
-1,fIstjUl@,0.0,-17.8971410761,fIstjUl@
-1,kr#Un,0.0,-10.7149991612,kr#Un
-1,{nIm@s,0.0,-16.4065350523,{nIm@s
-1,kEJ@p,0.0,-12.9728151669,kEJ@p
