lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,bppair,tdpair,kgpair,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5
real,0,0,13237,16637,4.95285503561,5343,0.195364860586,0.302467146844,69,68,1,4.22249746601,7.74993455697,10.5841091225,11.5412218161,11.222238008,0.0,0.0174059517125,0.2376941793,0.663672094329,0.895751450496
0,0,0,3505,4870,5.11359705835,5343,0.0910986888496,0.310330763105,5,15,0,4.70694683564,9.21127128218,11.9205327038,12.0740958604,11.437231901,0.0,0.0495976043421,0.673030132884,0.988021710649,1.0
1,0,0,3456,4696,5.11531268707,5343,0.0852928798242,0.301285816853,5,11,0,4.67552685248,9.1855403101,11.886102386,12.068872057,11.4365106605,0.0,0.0486618004866,0.659554557365,0.984091334456,0.999625678458
2,0,0,3335,4561,5.11853127775,5343,0.0877987710133,0.315118037746,3,16,0,4.71037754386,9.24219271203,11.9246947269,12.0693311938,11.437231901,0.000187160771102,0.043795620438,0.67733483062,0.984465655999,1.0
3,0,0,3528,4816,5.11649850576,5343,0.0915670951425,0.307743536962,5,15,2,4.7171264744,9.21930040886,11.8956447053,12.069963629,11.437231901,0.0,0.0484746397155,0.667040988209,0.98465281677,1.0
4,0,0,3626,4898,5.11546109834,5343,0.0923073594449,0.30894528251,8,14,1,4.69423049919,9.23218830724,11.9007238657,12.0704227658,11.437231901,0.0,0.0449185850646,0.667976792064,0.985027138312,1.0
5,0,0,3394,4614,5.11550972791,5343,0.0891906194384,0.30994441569,2,13,1,4.698657888,9.23015676392,11.911232429,12.0696170323,11.43578942,0.0,0.0484746397155,0.664795058956,0.985027138312,0.999251356916
6,0,0,3450,4678,5.11383544133,5343,0.0911680536435,0.308472592496,6,14,0,4.6939754306,9.21116267986,11.8945440408,12.0713410395,11.4365106605,0.0,0.0460415496912,0.669661239004,0.985775781396,0.999625678458
7,0,0,3391,4551,5.11212254539,5343,0.090470760758,0.314686830255,10,10,0,4.70216182998,9.22068014087,11.8903225677,12.0696170323,11.4365106605,0.0,0.0499719258843,0.667040988209,0.985027138312,0.999625678458
8,0,0,3338,4609,5.1153238985,5343,0.0817873138328,0.312368192532,5,11,0,4.70237106348,9.23139936569,11.8998136576,12.0708819026,11.4365106605,0.000187160771102,0.04753883586,0.672094329029,0.985401459854,0.999625678458
9,0,0,3457,4787,5.11648056748,5343,0.0885438069602,0.303765169588,5,12,0,4.68476296177,9.18683847854,11.8730608623,12.0654848009,11.437231901,0.0,0.0481003181733,0.654314055774,0.981658244432,1.0
10,0,0,3433,4609,5.11324319766,5343,0.0942334646303,0.313885201269,4,7,0,4.6799075681,9.19891315158,11.8993521023,12.0716268779,11.4365106605,0.0,0.0527793374509,0.663110612016,0.98633726371,0.999625678458
11,0,0,3422,4612,5.11699222901,5343,0.0838108864012,0.310789049919,6,9,2,4.71716823079,9.24535302743,11.9345846242,12.0697903307,11.4365106605,0.0,0.0469773535467,0.683323975295,0.984839977541,0.999625678458
12,0,0,3503,4784,5.11195990962,5343,0.0896226948907,0.312754840693,6,5,0,4.67592206966,9.1929493372,11.9110961814,12.0702494675,11.437231901,0.0,0.0488489612577,0.661613325847,0.985214299083,1.0
